forum,year,accept,decision_raw,decision_parse_success,title,abstract,keywords_raw,keyword_document,keyword_count,title_length,abstract_length,topic_cluster,link,num_reviews,mean_score,score_std,rating_parse_success_share,confidence_mean,confidence_parse_success_share,mean_sentiment,mean_politeness,mean_toxicity,mean_constructiveness,review_length_mean,confidence_missing,confidence_mean_imputed,mean_score_percentile,year_topic_cluster,parse_status,mean_sentiment_z,within_year_sentiment_median,high_sentiment,borderline_window,propensity_score,propensity_logit
rkgZ3oR9FX,2019,0,Reject,1,Learning to Refer to 3D Objects with Natural Language,"Human world knowledge is both structured and flexible. When people see an object, they represent it not as a pixel array but as a meaningful arrangement of semantic parts. Moreover, when people refer to an object, they provide descriptions that are not merely true but also relevant in the current context. Here, we combine these two observations in order to learn fine-grained correspondences between language and contextually relevant geometric properties of 3D objects. To do this, we employed an interactive communication task with human participants to construct a large dataset containing natural utterances referring to 3D objects from ShapeNet in a wide variety of contexts. Using this dataset, we developed neural listener and speaker models with strong capacity for generalization. By performing targeted lesions of visual and linguistic input, we discovered that the neural listener depends heavily on part-related words and associates these words correctly with the corresponding geometric properties of objects, suggesting that it has learned task-relevant structure linking the two input modalities. We further show that a neural speaker that is `listener-aware' --- that plans its utterances according to how an imagined listener would interpret its words in context --- produces more discriminative referring expressions than an `listener-unaware' speaker, as measured by human performance in identifying the correct object.","['Referential Language', '3D Objects', 'Part-Awareness', 'Neural Speakers', 'Neural Listeners']",referential language ; d objects ; part awareness ; neural speakers ; neural listeners,5,9,214,12,https://openreview.net/forum?id=rkgZ3oR9FX,3,5.333333333333333,1.1547005383792517,1.0,3.6666666666666665,1.0,0.9566,0.8296348766136142,0.0,0.8632311372037399,297.3333333333333,0,3.6666666666666665,0.441,2019_12,decision=1;rating_share=1.0;confidence_share=1.0,0.742352933895183,0.45759346886108676,1,40-60,0.38020080159733316,-0.48869601362757753
rkgpCoRctm,2019,0,Reject,1,Detecting Out-Of-Distribution Samples Using Low-Order Deep Features Statistics,"The ability to detect when an input sample was not drawn from the training distribution is an important desirable property of deep neural networks. In this paper, we show that a simple ensembling of first and second order deep feature statistics can be exploited to effectively differentiate in-distribution and out-of-distribution samples. Specifically, we observe that the mean and standard deviation within feature maps differs greatly between in-distribution and out-of-distribution samples. Based on this observation, we propose a simple and efficient plug-and-play detection procedure that does not require re-training, pre-processing or changes to the model. The proposed method outperforms the state-of-the-art by a large margin in all standard benchmarking tasks, while being much simpler to implement and execute. Notably, our method improves the true negative rate from 39.6% to 95.3% when 95% of in-distribution (CIFAR-100) are correctly detected using a DenseNet and the out-of-distribution dataset is TinyImageNet resize. The source code of our method will be made publicly available.","['computer vision', 'out-of-distribution detection', 'image classification']",computer vision ; out of distribution detection ; image classification,3,11,171,4,https://openreview.net/forum?id=rkgpCoRctm,3,5.666666666666667,1.1547005383792517,1.0,4.0,1.0,0.9489333333333332,0.5326958888411403,0.0,0.6258057584873228,408.0,0,4.0,0.538,2019_4,decision=1;rating_share=1.0;confidence_share=1.0,0.7209634247646005,0.45759346886108676,1,40-60,0.4955325309984907,-0.017870351564784642
rkgpy3C5tX,2019,1,Accept (Poster),1,Amortized Bayesian Meta-Learning,"Meta-learning, or learning-to-learn, has proven to be a successful strategy in attacking problems in supervised learning and reinforcement learning that involve small amounts of data. State-of-the-art solutions involve learning an initialization and/or learning algorithm using a set of training episodes so that the meta learner can generalize to an evaluation episode quickly. These methods perform well but often lack good quantification of uncertainty, which can be vital to real-world applications when data is lacking. We propose a meta-learning method which efficiently amortizes hierarchical variational inference across tasks, learning a prior distribution over neural network weights so that a few steps of Bayes by Backprop will produce a good task-specific approximate posterior. We show that our method produces good uncertainty estimates on contextual bandit and few-shot learning benchmarks.","['variational inference', 'meta-learning', 'few-shot learning', 'uncertainty quantification']",variational inference ; meta learning ; few shot learning ; uncertainty quantification,4,4,138,6,https://openreview.net/forum?id=rkgpy3C5tX,3,5.666666666666667,0.5773502691896257,1.0,3.333333333333333,1.0,0.9778333333333332,0.6521185455510115,0.0,0.7233436167760826,604.3333333333334,0,3.333333333333333,0.538,2019_6,decision=1;rating_share=1.0;confidence_share=1.0,0.8015925744003164,0.45759346886108676,1,40-60,0.5645729663020264,0.25974239731037657
rkl3-hA5Y7,2019,0,Reject,1,Towards Decomposed Linguistic Representation with Holographic Reduced Representation,"The vast majority of neural models in Natural Language Processing adopt a form of structureless distributed representations. While these models are powerful at making predictions, the representational form is rather crude and does not provide insights into linguistic structures. In this paper we introduce novel language models with representations informed by the framework of Holographic Reduced Representation (HRR). This allows us to inject structures directly into our word-level and chunk-level representations. Our analyses show that by using HRR as a structured compositional representation, our models are able to discover crude linguistic roles, which roughly resembles a classic division between syntax and semantics.",,missingkeyword,0,8,104,3,https://openreview.net/forum?id=rkl3-hA5Y7,3,5.333333333333333,0.5773502691896258,1.0,3.6666666666666665,1.0,0.6054333333333334,0.7556691546059394,0.0,0.99317455147803,602.0,0,3.6666666666666665,0.441,2019_3,decision=1;rating_share=1.0;confidence_share=1.0,-0.2373795821512587,0.45759346886108676,0,40-60,0.6824075363967885,0.7648580401918579
rkl42iA5t7,2019,0,Reject,1,NETWORK COMPRESSION USING CORRELATION ANALYSIS OF LAYER RESPONSES,"Principal Filter Analysis (PFA) is an easy to implement, yet effective method for neural network compression. PFA exploits the intrinsic correlation between filter responses within network layers to recommend a smaller network footprint. We propose two compression algorithms: the first allows a user to specify the proportion of the original spectral energy that should be preserved in each layer after compression, while the second is a heuristic that leads to a parameter-free approach that automatically selects the compression used at each layer. Both algorithms are evaluated against several architectures and datasets, and we show considerable compression rates without compromising accuracy, e.g., for VGG-16 on CIFAR-10, CIFAR-100 and ImageNet, PFA achieves a compression rate of 8x, 3x, and 1.4x with an accuracy gain of 0.4%, 1.4% points, and 2.4% respectively. In our tests we also demonstrate that networks compressed with PFA achieve an accuracy that is very close to the empirical upper bound for a given compression ratio. Finally, we show how PFA is an effective tool for simultaneous compression and domain adaptation.","['Artificial Intelligence', 'Deep learning', 'Machine learning', 'Compression']",artificial intelligence ; deep learning ; machine learning ; compression,4,8,171,7,https://openreview.net/forum?id=rkl42iA5t7,3,5.333333333333333,0.5773502691896257,1.0,4.0,1.0,0.1032666666666666,0.978235864491758,0.0,1.8922738419878111,380.6666666666667,0,4.0,0.441,2019_7,decision=1;rating_share=1.0;confidence_share=1.0,-1.6383924302043815,0.45759346886108676,0,40-60,0.6010096368141563,0.4096737048574366
rkxd2oR9Y7,2019,0,Reject,1,The Case for Full-Matrix Adaptive Regularization,"Adaptive regularization methods pre-multiply a descent direction by a preconditioning matrix. Due to the large number of parameters of machine learning problems, full-matrix preconditioning methods are prohibitively expensive. We show how to modify full-matrix adaptive regularization in order to make it practical and effective. We also provide novel theoretical analysis for adaptive regularization in non-convex optimization settings. The core of our algorithm, termed GGT, consists of efficient inverse computation of square roots of low-rank matrices. Our preliminary experiments underscore improved convergence rate of GGT across a variety of synthetic tasks and standard deep learning benchmarks.","['adaptive regularization', 'non-convex optimization']",adaptive regularization ; non convex optimization,2,7,100,4,https://openreview.net/forum?id=rkxd2oR9Y7,3,5.333333333333333,0.5773502691896257,1.0,3.0,1.0,0.9421,0.2582388404259503,0.0,1.0534967505481836,394.0,0,3.0,0.441,2019_4,decision=1;rating_share=1.0;confidence_share=1.0,0.7018988622786475,0.45759346886108676,1,40-60,0.49215342082578695,-0.031388893634983386
rkxhX209FX,2019,0,Reject,1,An Active Learning Framework for Efficient Robust Policy Search,"Robust Policy Search is the problem of learning policies that do not degrade in performance when subject to unseen environment model parameters. It is particularly relevant for transferring policies learned in a simulation environment to the real world. Several existing approaches involve sampling large batches of trajectories which reflect the differences in various possible environments, and then selecting some subset of these to learn robust policies, such as the ones that result in the worst performance. We propose an active learning based framework, EffAcTS, to selectively choose model parameters for this purpose so as to collect only as much data as necessary to select such a subset. We apply this framework to an existing method, namely EPOpt, and experimentally validate the gains in sample efficiency and the performance of our approach on standard continuous control tasks. We also present a Multi-Task Learning perspective to the problem of Robust Policy Search, and draw connections from our proposed framework to existing work on Multi-Task Learning.",['Deep Reinforcement Learning'],deep reinforcement learning,1,9,165,1,https://openreview.net/forum?id=rkxhX209FX,3,5.333333333333333,0.5773502691896257,1.0,3.333333333333333,1.0,0.7688,0.0879507475813544,0.0,1.5888836910558803,315.3333333333333,0,3.333333333333333,0.441,2019_1,decision=1;rating_share=1.0;confidence_share=1.0,0.21840295806170865,0.45759346886108676,0,40-60,0.5080854143505238,0.03234447691260558
rkxtl3C5YX,2019,0,Reject,1,Understanding & Generalizing AlphaGo Zero,"AlphaGo Zero (AGZ) introduced a new {\\em tabula rasa} reinforcement learning algorithm that has achieved superhuman performance in the games of Go, Chess, and Shogi with no prior knowledge other than the rules of the game. This success naturally begs the question whether it is possible to develop similar high-performance reinforcement learning algorithms for generic sequential decision-making problems (beyond two-player games), using only the constraints of the environment as the ``rules.'' To address this challenge, we start by taking steps towards developing a formal understanding of AGZ. AGZ includes two key innovations: (1) it learns a policy (represented as a neural network) using {\\em supervised learning} with cross-entropy loss from samples generated via Monte-Carlo Tree Search (MCTS); (2) it uses {\\em self-play} to learn without training data. We argue that the self-play in AGZ corresponds to learning a Nash equilibrium for the two-player game; and the supervised learning with MCTS is attempting to learn the policy corresponding to the Nash equilibrium, by establishing a novel bound on the difference between the expected return achieved by two policies in terms of the expected KL divergence (cross-entropy) of their induced distributions. To extend AGZ to generic sequential decision-making problems, we introduce a {\\em robust MDP} framework, in which the agent and nature effectively play a zero-sum game: the agent aims to take actions to maximize reward while nature seeks state transitions, subject to the constraints of that environment, that minimize the agent's reward. For a challenging network scheduling domain, we find that AGZ within the robust MDP framework provides near-optimal performance, matching one of the best known scheduling policies that has taken the networking community three decades of intensive research to develop.","['reinforcement learning', 'AlphaGo Zero']",reinforcement learning ; alphago zero,2,4,291,1,https://openreview.net/forum?id=rkxtl3C5YX,3,5.666666666666667,1.1547005383792517,1.0,4.0,1.0,0.7389333333333333,0.6239625036617518,0.0,1.130674359057818,317.0,0,4.0,0.538,2019_1,decision=1;rating_share=1.0;confidence_share=1.0,0.13507687031822377,0.45759346886108676,0,40-60,0.48885581047254856,-0.044584141803466565
ryEkcsActX,2019,0,Reject,1,Teacher Guided Architecture Search,"Strong improvements in neural network performance in vision tasks have resulted from the search of alternative network architectures, and prior work has shown that this search process can be automated and guided by evaluating candidate network performance following limited training (“Performance Guided Architecture Search” or PGAS). However, because of the large architecture search spaces and the high computational cost associated with evaluating each candidate model, further gains in computational efficiency are needed. Here we present a method termed Teacher Guided Search for Architectures by Generation and Evaluation (TG-SAGE) that produces up to an order of magnitude in search efficiency over PGAS methods. Specifically, TG-SAGE guides each step of the architecture search by evaluating the similarity of internal representations of the candidate networks with those of the (fixed) teacher network. We show that this procedure leads to significant reduction in required per-sample training and that, this advantage holds for two different search spaces of architectures, and two different search algorithms. We further show that in the space of convolutional cells for visual categorization, TG-SAGE finds a cell structure with similar performance as was previously found using other methods but at a total computational cost that is two orders of magnitude lower than Neural Architecture Search (NAS) and more than four times lower than progressive neural architecture search (PNAS). These results suggest that TG-SAGE can be used to accelerate network architecture search in cases where one has access to some or all of the internal representations of a teacher network of interest, such as the brain.","['hyperparameter search', 'architecture search', 'convolutional neural networks']",hyperparameter search ; architecture search ; convolutional neural networks,3,4,259,12,https://openreview.net/forum?id=ryEkcsActX,3,5.666666666666667,0.5773502691896257,1.0,4.0,1.0,0.3315666666666667,0.121653565944316,0.0,1.1927197934069558,327.6666666666667,0,4.0,0.538,2019_12,decision=1;rating_share=1.0;confidence_share=1.0,-1.0014500474419628,0.45759346886108676,0,40-60,0.41695669951728276,-0.3352790771132681
rye4g3AqFm,2019,1,Accept (Poster),1,Deep learning generalizes because the parameter-function map is biased towards simple functions,"Deep neural networks (DNNs) generalize remarkably well without explicit regularization even in the strongly over-parametrized regime where classical learning theory would instead predict that they would severely overfit. While many proposals for some kind of implicit regularization have been made to rationalise this success, there is no consensus for the fundamental reason why DNNs do not strongly overfit. In this paper, we provide a new explanation. By applying a very general probability-complexity bound recently derived from algorithmic information theory (AIT), we argue that the parameter-function map of many DNNs should be exponentially biased towards simple functions. We then provide clear evidence for this strong simplicity bias in a model DNN for Boolean functions, as well as in much larger fully connected and convolutional networks trained on CIFAR10 and MNIST. As the target functions in many real problems are expected to be highly structured, this intrinsic simplicity bias helps explain why deep networks generalize well on real world problems. This picture also facilitates a novel PAC-Bayes approach where the prior is taken over the DNN input-output function space, rather than the more conventional prior over parameter space. If we assume that the training algorithm samples parameters close to uniformly within the zero-error region then the PAC-Bayes theorem can be used to guarantee good expected generalization for target functions producing high-likelihood training sets. By exploiting recently discovered connections between DNNs and Gaussian processes to estimate the marginal likelihood, we produce relatively tight generalization PAC-Bayes error bounds which correlate well with the true error on realistic datasets such as MNIST and CIFAR10 and for architectures including convolutional and fully connected networks.","['generalization', 'deep learning theory', 'PAC-Bayes', 'Gaussian processes', 'parameter-function map', 'simplicity bias']",generalization ; deep learning theory ; pac bayes ; gaussian processes ; parameter function map ; simplicity bias,6,13,277,7,https://openreview.net/forum?id=rye4g3AqFm,3,5.333333333333333,1.5275252316519463,1.0,3.6666666666666665,1.0,0.9729333333333332,1.3582037856188265,0.0,1.386784134512964,378.0,0,3.6666666666666665,0.441,2019_7,decision=1;rating_share=1.0;confidence_share=1.0,0.7879218881299008,0.45759346886108676,1,40-60,0.5367361583435789,0.14720990435263848
ryewE3R5YX,2019,0,Reject,1,Characterizing Attacks on Deep Reinforcement Learning,"Deep Reinforcement learning (DRL) has achieved great success in various applications, such as playing computer games and controlling robotic manipulation. However, recent studies show that machine learning models are vulnerable to adversarial examples, which are carefully crafted instances that aim to mislead learning models to make arbitrarily incorrect prediction, and raised severe security concerns. DRL has been attacked by adding perturbation to each observed frame. However, such observation based attacks are not quite realistic considering that it would be hard for adversaries to directly manipulate pixel values in practice. Therefore, we propose to understand the vulnerabilities of DRL from various perspectives and provide a throughout taxonomy of adversarial perturbation against DRL, and we conduct the first experiments on unexplored parts of this taxonomy. In addition to current observation based attacks against DRL, we propose attacks based on the actions and environment dynamics. Among these experiments, we introduce a novel sequence-based attack to attack a sequence of frames for real-time scenarios such as autonomous driving, and the first targeted attack that perturbs environment dynamics to let the agent fail in a specific way. We show empirically that our sequence-based attack can generate effective perturbations in a blackbox setting in real time with a small number of queries, independent of episode length. We conduct extensive experiments to compare the effectiveness of different attacks with several baseline attack methods in several game playing, robotics control, and autonomous driving environments.",,missingkeyword,0,6,239,3,https://openreview.net/forum?id=ryewE3R5YX,3,5.333333333333333,0.5773502691896258,1.0,3.6666666666666665,1.0,-0.9881333333333332,0.2207413246071839,0.0,1.4455012888620955,461.6666666666667,0,3.6666666666666665,0.441,2019_3,decision=1;rating_share=1.0;confidence_share=1.0,-4.683328551741409,0.45759346886108676,0,40-60,0.5247908636441103,0.09924483406184521
ryfcCo0ctQ,2019,0,Reject,1,Convergent Reinforcement Learning with Function Approximation: A Bilevel Optimization Perspective,"We study reinforcement learning algorithms with nonlinear function approximation in the online setting. By formulating both the problems of value function estimation and policy learning as bilevel optimization problems, we propose online Q-learning and actor-critic algorithms for these two problems respectively. Our algorithms are gradient-based methods and thus are computationally efficient. Moreover, by approximating the iterates using differential equations, we establish convergence guarantees for the proposed algorithms. Thorough numerical experiments are conducted to back up our theory.","['reinforcement learning', 'Deep Q-networks', 'actor-critic algorithm', 'ODE approximation']",reinforcement learning ; deep q networks ; actor critic algorithm ; ode approximation,4,10,80,1,https://openreview.net/forum?id=ryfcCo0ctQ,4,5.5,0.5773502691896257,1.0,3.75,1.0,0.87385,0.3279188047960204,0.0,1.6259408204067023,444.75,0,3.75,0.4935,2019_1,decision=1;rating_share=1.0;confidence_share=1.0,0.5114857320835748,0.45759346886108676,1,40-60,0.6953515760407144,0.8252591790671451
ryfz73C9KQ,2019,0,Reject,1,Neural Predictive Belief Representations,"Unsupervised representation learning has succeeded with excellent results in many applications. It is an especially powerful tool to learn a good representation of environments with partial or noisy observations. In partially observable domains it is important for the representation to encode a belief state---a sufficient statistic of the observations seen so far. In this paper, we investigate whether it is possible to learn such a belief representation using modern neural architectures. Specifically, we focus on one-step frame prediction and two variants of contrastive predictive coding (CPC) as the objective functions to learn the representations. To evaluate these learned representations, we test how well they can predict various pieces of information about the underlying state of the environment, e.g., position of the agent in a 3D maze. We show that all three methods are able to learn belief representations of the environment---they encode not only the state information, but also its uncertainty, a crucial aspect of belief states. We also find that for CPC multi-step predictions and action-conditioning are critical for accurate belief representations in visually complex environments. The ability of neural representations to capture the belief information has the potential to spur new advances for learning and planning in partially observable domains, where leveraging uncertainty is essential for optimal decision making.","['belief states', 'representation learning', 'contrastive predictive coding', 'reinforcement learning', 'predictive state representations', 'deep reinforcement learning']",belief states ; representation learning ; contrastive predictive coding ; reinforcement learning ; predictive state representations ; deep reinforcement learning,6,4,217,1,https://openreview.net/forum?id=ryfz73C9KQ,3,5.333333333333333,1.5275252316519463,1.0,3.333333333333333,1.0,0.3718666666666667,0.4233017536786938,0.0,2.022915492982012,427.3333333333333,0,3.333333333333333,0.441,2019_1,decision=1;rating_share=1.0;confidence_share=1.0,-0.8890156277077295,0.45759346886108676,0,40-60,0.6204758170592692,0.4915683126027286
rygFmh0cKm,2019,0,Reject,1,On Difficulties of Probability Distillation,"Probability distillation has recently been of interest to deep learning practitioners as it presents a practical solution for sampling from autoregressive models for deployment in real-time applications. We identify a pathological optimization issue with the commonly adopted stochastic minimization of the (reverse) KL divergence, owing to sparse gradient signal from the teacher model due to curse of dimensionality. We also explore alternative principles for distillation, and show that one can achieve qualitatively better results than with KL minimization.","['Probability distillation', 'Autoregressive models', 'normalizing flows', 'wavenet', 'pixelcnn']",probability distillation ; autoregressive models ; normalizing flows ; wavenet ; pixelcnn,5,5,79,4,https://openreview.net/forum?id=rygFmh0cKm,3,5.666666666666667,1.1547005383792517,1.0,3.6666666666666665,1.0,0.3615333333333333,0.4159590385019273,0.0,2.4719723367693613,315.0,0,3.6666666666666665,0.538,2019_4,decision=1;rating_share=1.0;confidence_share=1.0,-0.9178449661011227,0.45759346886108676,0,40-60,0.46393648228024337,-0.14450500604001917
rygZJ2RcF7,2019,0,Reject,1,Out-of-Sample Extrapolation with Neuron Editing,"While neural networks can be trained to map from one specific dataset to another, they usually do not learn a generalized transformation that can extrapolate accurately outside the space of training. For instance, a generative adversarial network (GAN) exclusively trained to transform images of cars from light to dark might not have the same effect on images of horses. This is because neural networks are good at generation within the manifold of the data that they are trained on. However, generating new samples outside of the manifold or extrapolating ""out-of-sample"" is a much harder problem that has been less well studied. To address this, we introduce a technique called neuron editing that learns how neurons encode an edit for a particular transformation in a latent space. We use an autoencoder to decompose the variation within the dataset into activations of different neurons and generate transformed data by defining an editing transformation on those neurons. By performing the transformation in a latent trained space, we encode fairly complex and non-linear transformations to the data with much simpler distribution shifts to the neuron's activations. We showcase our technique on image domain/style transfer and two biological applications: removal of batch artifacts representing unwanted noise and modeling the effect of drug treatments to predict synergy between drugs.","['generative adversarial networks', 'computational biology', 'generating', 'generation', 'extrapolation', 'out-of-sample', 'neural network inference']",generative adversarial networks ; computational biology ; generating ; generation ; extrapolation ; out of sample ; neural network inference,7,7,217,5,https://openreview.net/forum?id=rygZJ2RcF7,3,5.333333333333333,0.5773502691896258,1.0,3.333333333333333,1.0,0.4957666666666667,0.5075621230778946,0.0,0.5801837643269868,347.0,0,3.333333333333333,0.441,2019_5,decision=1;rating_share=1.0;confidence_share=1.0,-0.5433425605843668,0.45759346886108676,0,40-60,0.3995726127244414,-0.40724620606817596
rygp3iRcF7,2019,0,Reject,1,Area Attention,"Existing attention mechanisms, are mostly item-based in that a model is trained to attend to individual items in a collection (the memory) where each item has a predefined, fixed granularity, e.g., a character or a word. Intuitively, an area in the memory consisting of multiple items can be worth attending to as a whole. We propose area attention: a way to attend to an area of the memory, where each area contains a group of items that are either spatially adjacent when the memory has a 2-dimensional structure, such as images, or temporally adjacent for 1-dimensional memory, such as natural language sentences. Importantly, the size of an area, i.e., the number of items in an area or the level of aggregation, is dynamically determined via learning, which can vary depending on the learned coherence of the adjacent items. By giving the model the option to attend to an area of items, instead of only individual items, a model can attend to information with varying granularity. Area attention can work along multi-head attention for attending to multiple areas in the memory. We evaluate area attention on two tasks: neural machine translation (both character and token-level) and image captioning, and improve upon strong (state-of-the-art) baselines in all the cases. These improvements are obtainable with a basic form of area attention that is parameter free. In addition to proposing the novel concept of area attention, we contribute an efficient way for computing it by leveraging the technique of summed area tables.","['Deep Learning', 'attentional mechanisms', 'neural machine translation', 'image captioning']",deep learning ; attentional mechanisms ; neural machine translation ; image captioning,4,2,256,7,https://openreview.net/forum?id=rygp3iRcF7,3,5.333333333333333,0.5773502691896257,1.0,4.333333333333333,1.0,0.7682666666666668,0.3848238482384824,0.0,0.940379403794038,350.0,0,4.333333333333333,0.441,2019_7,decision=1;rating_share=1.0;confidence_share=1.0,0.2169149922091466,0.45759346886108676,0,40-60,0.5639008775630562,0.2570089245017908
ryl5khRcKm,2019,1,Accept (Poster),1,Human-level Protein Localization with Convolutional Neural Networks,"Localizing a specific protein in a human cell is essential for understanding cellular functions and biological processes of underlying diseases. A promising, low-cost,and time-efficient biotechnology for localizing proteins is high-throughput fluorescence microscopy imaging (HTI). This imaging technique stains the protein of interest in a cell with fluorescent antibodies and subsequently takes a microscopic image. Together with images of other stained proteins or cell organelles and the annotation by the Human Protein Atlas project, these images provide a rich source of information on the protein location which can be utilized by computational methods. It is yet unclear how precise such methods are and whether they can compete with human experts. We here focus on deep learning image analysis methods and, in particular, on Convolutional Neural Networks (CNNs)since they showed overwhelming success across different imaging tasks. We pro-pose a novel CNN architecture “GapNet-PL” that has been designed to tackle the characteristics of HTI data and uses global averages of filters at different abstraction levels. We present the largest comparison of CNN architectures including GapNet-PL for protein localization in HTI images of human cells. GapNet-PL outperforms all other competing methods and reaches close to perfect localization in all 13 tasks with an average AUC of 98% and F1 score of 78%. On a separate test set the performance of GapNet-PL was compared with three human experts and 25 scholars. GapNet-PL achieved an accuracy of 91%, significantly (p-value 1.1e−6) outperforming the best human expert with an accuracy of 72%.","['Convolutional Neural Networks', 'High-resolution images', 'Multiple-Instance Learning', 'Microscopy Imaging', 'Protein Localization']",convolutional neural networks ; high resolution images ; multiple instance learning ; microscopy imaging ; protein localization,5,8,251,12,https://openreview.net/forum?id=ryl5khRcKm,3,5.666666666666667,2.0816659994661326,1.0,3.6666666666666665,1.0,0.8173666666666667,0.1927669489886684,0.0,0.963834744943342,406.6666666666667,0,3.6666666666666665,0.538,2019_12,decision=1;rating_share=1.0;confidence_share=1.0,0.35390084851065645,0.45759346886108676,0,40-60,0.435988769792978,-0.25745767735264824
rylxxhRctX,2019,0,Reject,1,Coverage and Quality Driven Training of Generative Image Models,"Generative modeling of natural images has been extensively studied in recent years, yielding remarkable progress. Current state-of-the-art methods are either based on maximum likelihood estimation or adversarial training. Both methods have their own drawbacks, which are complementary in nature. The first leads to over-generalization as the maximum likelihood criterion encourages models to cover the support of the training data by heavily penalizing small masses assigned to training data. Simplifying assumptions in such models limits their capacity and makes them spill mass on unrealistic samples. The second leads to mode-dropping since adversarial training encourages high quality samples from the model, but only indirectly enforces diversity among the samples. To overcome these drawbacks we make two contributions. First, we propose a model that extends variational autoencoders by using deterministic invertible transformation layers to map samples from the decoder to the image space. This induces correlations among the pixels given the latent variables, improving over factorial decoders commonly used in variational autoencoders. Second, we propose a unified training approach that leverages coverage and quality based criteria. Our models obtain likelihood scores competitive with state-of-the-art likelihood-based models, while achieving sample quality typical of adversarially trained networks.","['deep learning', 'generative modeling', 'unsupervised learning', 'maximum likelihood', 'adversarial learning', 'gan', 'vae']",deep learning ; generative modeling ; unsupervised learning ; maximum likelihood ; adversarial learning ; gan ; vae,7,9,201,7,https://openreview.net/forum?id=rylxxhRctX,3,5.333333333333333,1.5275252316519468,1.0,4.333333333333333,1.0,0.8545333333333334,0.5441199741938626,0.0,1.2541330767121095,374.6666666666667,0,4.333333333333333,0.441,2019_7,decision=1;rating_share=1.0;confidence_share=1.0,0.45759346886108676,0.45759346886108676,0,40-60,0.5878551637680026,0.35510576560965407
ryxY73AcK7,2019,0,Reject,1,Sorting out Lipschitz function approximation,"Training neural networks subject to a Lipschitz constraint is useful for generalization bounds, provable adversarial robustness, interpretable gradients, and Wasserstein distance estimation. By the composition property of Lipschitz functions, it suffices to ensure that each individual affine transformation or nonlinear activation function is 1-Lipschitz. The challenge is to do this while maintaining the expressive power. We identify a necessary property for such an architecture: each of the layers must preserve the gradient norm during backpropagation. Based on this, we propose to combine a gradient norm preserving activation function, GroupSort, with norm-constrained weight matrices. We show that norm-constrained GroupSort architectures are universal Lipschitz function approximators. Empirically, we show that norm-constrained GroupSort networks achieve tighter estimates of Wasserstein distance than their ReLU counterparts and can achieve provable adversarial robustness guarantees with little cost to accuracy.","['deep learning', 'lipschitz neural networks', 'generalization', 'universal approximation', 'adversarial examples', 'generative models', 'optimal transport', 'adversarial robustness']",deep learning ; lipschitz neural networks ; generalization ; universal approximation ; adversarial examples ; generative models ; optimal transport ; adversarial robustness,8,5,136,2,https://openreview.net/forum?id=ryxY73AcK7,3,5.333333333333333,1.5275252316519463,1.0,3.6666666666666665,1.0,0.2012666666666666,0.7407321648735156,0.0,0.4126236681887367,242.0,0,3.6666666666666665,0.441,2019_2,decision=1;rating_share=1.0;confidence_share=1.0,-1.3649787047960722,0.45759346886108676,0,40-60,0.12574810260937022,-1.9390878259752897
ryxhynC9KX,2019,0,Reject,1,"CNNSAT: Fast, Accurate Boolean Satisfiability using Convolutional Neural Networks","Boolean satisfiability (SAT) is one of the most well-known NP-complete problems and has been extensively studied. State-of-the-art solvers exist and have found a wide range of applications. However, they still do not scale well to formulas with hundreds of variables. To tackle this fundamental scalability challenge, we introduce CNNSAT, a fast and accurate statistical decision procedure for SAT based on convolutional neural networks. CNNSAT's effectiveness is due to a precise and compact representation of Boolean formulas. On both real and synthetic formulas, CNNSAT is highly accurate and orders of magnitude faster than the state-of-the-art solver Z3. We also describe how to extend CNNSAT to predict satisfying assignments when it predicts a formula to be satisfiable.","['Convolutional Neural Networks', 'Boolean satisfiability problem', 'Satisfiability modulo theories']",convolutional neural networks ; boolean satisfiability problem ; satisfiability modulo theories,3,9,123,12,https://openreview.net/forum?id=ryxhynC9KX,3,5.333333333333333,0.5773502691896257,1.0,3.333333333333333,1.0,0.9752333333333332,0.4012341696447151,0.0,1.4012638852704438,734.6666666666666,0,3.333333333333333,0.441,2019_12,decision=1;rating_share=1.0;confidence_share=1.0,0.7943387408690754,0.45759346886108676,1,40-60,0.7689102791549355,1.2021682535587344
B1eXygBFPH,2020,0,Reject,1,Attacking Graph Convolutional Networks via Rewiring,"Graph Neural Networks (GNNs) have boosted the performance of many graph related tasks such as node classification and graph classification. Recent researches show that graph neural networks are vulnerable to adversarial attacks, which deliberately add carefully created unnoticeable perturbation to the graph structure. The perturbation is usually created by adding/deleting a few edges, which might be noticeable even when the number of edges modified is small. In this paper, we propose a graph rewiring operation which affects the graph in a less noticeable way compared to adding/deleting edges. We then use reinforcement learning to learn the attack strategy based on the proposed rewiring operation. Experiments on real world graphs demonstrate the effectiveness of the proposed framework. To understand the proposed framework, we further analyze how its generated perturbation to the graph structure affects the output of the target model.","['Graph Neural Networks', 'Rewiring', 'Adversarial Attacks']",graph neural networks ; rewiring ; adversarial attacks,3,6,141,12,https://openreview.net/forum?id=B1eXygBFPH,4,4.5,1.7320508075688772,1.0,,0.0,-0.76485,0.4896011795676908,0.0,1.0713331664723744,324.75,1,3.6666666666666665,0.5265,2020_12,decision=1;rating_share=1.0;confidence_share=0.0,-3.720149810017932,0.4304899401552106,0,40-60,0.44603944704068466,-0.21668608577911383
